name,score,event,year
Joannie ROCHETTE,179.54,4C,2008
Miki ANDO,177.66,4C,2008
Na-Young KIM,158.49,4C,2008
Mira LEUNG,157.36,4C,2008
Katrina HACKER,153.86,4C,2008
Cynthia PHANEUF,152.67,4C,2008
Ashley WAGNER,152.46,4C,2008
Anastasia GIMAZETDINOVA,150.07,4C,2008
Fumie SUGURI,145.06,4C,2008
Beatrisa LIANG,144.25,4C,2008
Yueren WANG,129.88,4C,2008
Binshu XU,128.39,4C,2008
Yan LIU,124.09,4C,2008
Melinda Sherilyn WANG,119.58,4C,2008
Chae-Hwa KIM,115.85,4C,2008
Loretta HAMUI,99.89,4C,2008
Ana Cecilia CANTU,94.76,4C,2008
Tina WANG,94.28,4C,2008
Lejeanne MARAIS,90.52,4C,2008
Tamami ONO,88.96,4C,2008
Gracielle Jeanne TAN,80.88,4C,2008
Charissa TANSOMBOON,79.28,4C,2008
Corenne BRUHNS,76.89,4C,2008
Mao ASADA,185.56,WR,2008
Carolina KOSTNER,184.68,WR,2008
Yu-Na KIM,183.23,WR,2008
Yukari NAKANO,177.4,WR,2008
Joannie ROCHETTE,174.12,WR,2008
Sarah MEIER,171.88,WR,2008
Kimmie MEISSNER,149.74,WR,2008
Laura LEPISTO,147.26,WR,2008
Kiira KORPI,145.73,WR,2008
Beatrisa LIANG,145.29,WR,2008
Julia SEBESTYEN,145.17,WR,2008
Annette DYTRT,144.31,WR,2008
Valentina MARCHEI,142.93,WR,2008
Mira LEUNG,140.59,WR,2008
Elena GLEBOVA,140.1,WR,2008
Ashley WAGNER,137.4,WR,2008
Ksenia DORONINA,135.25,WR,2008
Viktoria HELGESSON,127.96,WR,2008
Na-Young KIM,127.32,WR,2008
Elene GEDEVANISHVILI,125.99,WR,2008
Anastasia GIMAZETDINOVA,124.92,WR,2008
Tamar KATZ,116.86,WR,2008
Melinda Sherilyn WANG,116.12,WR,2008
Yu-Na KIM,193.45,US,2009
Yukari NAKANO,172.53,US,2009
Miki ANDO,168.42,US,2009
Rachael FLATT,155.73,US,2009
Mirai NAGASU,142.9,US,2009
Susanna POYKIO,142.14,US,2009
Mira LEUNG,136.16,US,2009
Kimmie MEISSNER,135.92,US,2009
Yan LIU,128.12,US,2009
Annette DYTRT,116.83,US,2009
Tugba KARADEMIR,113.91,US,2009
Joannie ROCHETTE,188.89,CA,2009
Fumie SUGURI,163.86,CA,2009
Alissa CZISNY,157.92,CA,2009
Carolina KOSTNER,152.76,CA,2009
Caroline ZHANG,150.8,CA,2009
Beatrisa LIANG,142.12,CA,2009
Jenna MCCORKELL,139.37,CA,2009
Cynthia PHANEUF,133.47,CA,2009
Nana TAKEDA,128.93,CA,2009
Jenni VAHAMAA,122.75,CA,2009
Elena GLEBOVA,116.38,CA,2009
Joannie ROCHETTE,180.73,FR,2009
Mao ASADA,167.59,FR,2009
Caroline ZHANG,156.54,FR,2009
Candice DIDIER,135.25,FR,2009
Beatrisa LIANG,134.29,FR,2009
Binshu XU,123.83,FR,2009
Elene GEDEVANISHVILI,121.78,FR,2009
Anastasia GIMAZETDINOVA,116.99,FR,2009
Emily HUGHES,115.48,FR,2009
Gwendoline DIDIER,111.18,FR,2009
Carolina KOSTNER,170.72,RU,2009
Rachael FLATT,166.06,RU,2009
Fumie SUGURI,162.04,RU,2009
Alissa CZISNY,151.03,RU,2009
Alena LEONOVA,145.93,RU,2009
Elena GLEBOVA,140.67,RU,2009
Julia SEBESTYEN,131.54,RU,2009
Kimmie MEISSNER,131.36,RU,2009
Na-Young KIM,125.95,RU,2009
Nina PETUSHKOVA,125.61,RU,2009
Yu-Na KIM,191.75,CN,2009
Miki ANDO,170.88,CN,2009
Laura LEPISTO,159.42,CN,2009
Ashley WAGNER,155.59,CN,2009
Susanna POYKIO,148.03,CN,2009
Sarah MEIER,142.31,CN,2009
Alena LEONOVA,137.27,CN,2009
Katrina HACKER,134.95,CN,2009
Yan LIU,118.07,CN,2009
Binshu XU,116.59,CN,2009
Mira LEUNG,114.05,CN,2009
Yueren WANG,95.68,CN,2009
Mao ASADA,191.13,JP,2009
Akiko SUZUKI,167.64,JP,2009
Yukari NAKANO,166.87,JP,2009
Ashley WAGNER,161.1,JP,2009
Laura LEPISTO,158.85,JP,2009
Katrina HACKER,139.46,JP,2009
Cynthia PHANEUF,138.9,JP,2009
Mirai NAGASU,124.22,JP,2009
Na-Young KIM,119.77,JP,2009
Annette DYTRT,115.57,JP,2009
Anastasia GIMAZETDINOVA,115.1,JP,2009
Katarina GERBOLDT,113.95,JP,2009
Mao ASADA,188.55,FN,2009
Yu-Na KIM,186.35,FN,2009
Carolina KOSTNER,168.01,FN,2009
Joannie ROCHETTE,166.36,FN,2009
Yukari NAKANO,161.93,FN,2009
Miki ANDO,158.25,FN,2009
Laura LEPISTÖ,167.32,EU,2009
Carolina KOSTNER,165.42,EU,2009
Susanna PÖYKIÖ,156.31,EU,2009
Alena LEONOVA,143.99,EU,2009
Kiira KORPI,139.01,EU,2009
Katarina GERBOLDT,137.05,EU,2009
Annette DYTRT,136.98,EU,2009
Julia SEBESTYEN,134.47,EU,2009
Jenna MCCORKELL,131.42,EU,2009
Tugba KARADEMIR,130.85,EU,2009
Ivana REITMAYEROVA,130.2,EU,2009
Elena GLEBOVA,128.36,EU,2009
Candice DIDIER,124.07,EU,2009
Nella SIMAOVA,120.61,EU,2009
Francesca RIO,119.61,EU,2009
Stefania BERTON,118.97,EU,2009
Viktoria HELGESSON,118.39,EU,2009
Teodora POSTIC,114.95,EU,2009
Irina MOVCHAN,111.52,EU,2009
Kerstin FRANK,104.92,EU,2009
Karly ROBERTSON,104.44,EU,2009
Manouk GIJSMAN,103.28,EU,2009
Sonia LAFUENTE,101.7,EU,2009
Isabelle PIEMAN,96.64,EU,2009
KIM Yu-Na,189.07,4C,2009
ROCHETTE Joannie,183.91,4C,2009
ASADA Mao,176.52,4C,2009
ZHANG Caroline,171.22,4C,2009
PHANEUF Cynthia,169.41,4C,2009
SUGURI Fumie,167.74,4C,2009
FLATT Rachael,162.83,4C,2009
SUZUKI Akiko,160.36,4C,2009
CZISNY Alissa,159.81,4C,2009
LACOSTE Amelie,146.18,4C,2009
LIU Yan,139.5,4C,2009
GIMAZETDINOVA Anastasia,125.39,4C,2009
LEE Cheltzie,123.88,4C,2009
KIM Hyeon-Jung,121.64,4C,2009
XU Binshu,121.0,4C,2009
KIM Na-Young,120.28,4C,2009
CANTU Ana Cecilia,108.75,4C,2009
WANG Tina,108.02,4C,2009
LIU Chaochih,97.51,4C,2009
ONO Tamami,91.89,4C,2009
CANTU Michele,90.08,4C,2009
HAMUI Loretta,87.64,4C,2009
WANG Yueren,85.04,4C,2009
TAN Gracielle Jeanne,80.37,4C,2009
Yu-Na KIM,207.71,WR,2009
Joannie ROCHETTE,191.29,WR,2009
Miki ANDO,190.38,WR,2009
Mao ASADA,188.09,WR,2009
Rachael FLATT,172.41,WR,2009
Laura LEPISTÖ,170.07,WR,2009
Alena LEONOVA,168.91,WR,2009
Fumie SUGURI,164.58,WR,2009
Sarah MEIER,163.37,WR,2009
Elene GEDEVANISHVILI,162.48,WR,2009
Alissa CZISNY,159.78,WR,2009
Carolina KOSTNER,153.56,WR,2009
Susanna PÖYKIÖ,153.31,WR,2009
Ivana REITMAYEROVA,147.41,WR,2009
Cynthia PHANEUF,146.09,WR,2009
Elena GLEBOVA,140.02,WR,2009
Na-Young KIM,131.5,WR,2009
Annette DYTRT,131.15,WR,2009
Anna JURKIEWICZ,130.29,WR,2009
Jenna MCCORKELL,128.67,WR,2009
Tugba KARADEMIR,124.31,WR,2009
Candice DIDIER,122.08,WR,2009
Kerstin FRANK,105.73,WR,2009
Ana Cecilia CANTU,101.82,WR,2009
Yu-Na KIM,187.98,US,2010
Rachael FLATT,174.91,US,2010
Julia SEBESTYEN,159.03,US,2010
Fumie SUGURI,148.99,US,2010
Elena GLEBOVA,148.71,US,2010
Elene GEDEVANISHVILI,144.19,US,2010
Emily HUGHES,135.31,US,2010
Sarah HECKEN,131.1,US,2010
Joshi HELGESSON,129.91,US,2010
Alexe GILLES,129.01,US,2010
Susanna PÖYKIÖ,124.22,US,2010
Tugba KARADEMIR,122.4,US,2010
Joannie ROCHETTE,182.9,CA,2010
Alissa CZISNY,163.53,CA,2010
Laura LEPISTÖ,158.52,CA,2010
Mirai NAGASU,156.83,CA,2010
Akiko SUZUKI,147.72,CA,2010
Amelie LACOSTE,141.13,CA,2010
Cynthia PHANEUF,132.48,CA,2010
Caroline ZHANG,132.46,CA,2010
Sarah HECKEN,124.4,CA,2010
Jenna MCCORKELL,123.5,CA,2010
Joshi HELGESSON,108.41,CA,2010
Yu-Na KIM,210.03,FR,2010
Mao ASADA,173.99,FR,2010
Yukari NAKANO,165.7,FR,2010
Caroline ZHANG,153.15,FR,2010
Alexe GILLES,151.92,FR,2010
Carolina KOSTNER,147.63,FR,2010
Elene GEDEVANISHVILI,143.43,FR,2010
Kiira KORPI,138.83,FR,2010
Gwendoline DIDIER,118.07,FR,2010
Anna JURKIEWICZ,115.06,FR,2010
Miki ANDO,171.93,RU,2010
Ashley WAGNER,163.97,RU,2010
Alena LEONOVA,160.06,RU,2010
Alissa CZISNY,158.3,RU,2010
Mao ASADA,150.28,RU,2010
Julia SEBESTYEN,148.5,RU,2010
Amelie LACOSTE,139.39,RU,2010
Jenna MCCORKELL,134.7,RU,2010
Oksana GOZEVA,128.52,RU,2010
Katarina GERBOLDT,117.77,RU,2010
Annette DYTRT,109.74,RU,2010
Anastasia GIMAZETDINOVA,108.46,RU,2010
Akiko SUZUKI,176.66,CN,2010
Kiira KORPI,163.27,CN,2010
Joannie ROCHETTE,163.18,CN,2010
Rachael FLATT,157.71,CN,2010
Mirai NAGASU,155.38,CN,2010
Carolina KOSTNER,154.18,CN,2010
Fumie SUGURI,145.99,CN,2010
Diane SZMIETT,144.28,CN,2010
Yan LIU,132.8,CN,2010
Beatrisa LIANG,131.39,CN,2010
Bingwa GENG,121.2,CN,2010
Miki ANDO,162.55,JP,2010
Alena LEONOVA,160.85,JP,2010
Ashley WAGNER,155.99,JP,2010
Yukari NAKANO,152.35,JP,2010
Laura LEPISTO,152.19,JP,2010
Cynthia PHANEUF,142.03,JP,2010
Yan LIU,126.49,JP,2010
Annette DYTRT,126.01,JP,2010
Oksana GOZEVA,123.97,JP,2010
Shoko ISHIKAWA,119.63,JP,2010
Becky BERESWILL,118.42,JP,2010
Yu-Na KIM,188.86,FN,2010
Miki ANDO,185.94,FN,2010
Akiko SUZUKI,174.0,FN,2010
Ashley WAGNER,162.07,FN,2010
Joannie ROCHETTE,156.71,FN,2010
Alena LEONOVA,156.55,FN,2010
Carolina KOSTNER,173.46,EU,2010
Laura LEPISTÖ,166.37,EU,2010
Elene GEDEVANISHVILI,164.54,EU,2010
Kiira KORPI,163.68,EU,2010
Sarah MEIER,157.44,EU,2010
Julia SEBESTYEN,156.77,EU,2010
Alena LEONOVA,153.57,EU,2010
Valentina MARCHEI,149.46,EU,2010
Ksenia MAKAROVA,146.85,EU,2010
Elena GLEBOVA,138.93,EU,2010
Viktoria HELGESSON,137.1,EU,2010
Tugba KARADEMIR,136.42,EU,2010
Oksana GOZEVA,135.39,EU,2010
Jenna MCCORKELL,128.06,EU,2010
Ivana REITMAYEROVA,125.31,EU,2010
Sarah HECKEN,121.79,EU,2010
Sonia LAFUENTE,121.15,EU,2010
Natalia POPOVA,113.35,EU,2010
Teodora POSTIC,113.35,EU,2010
Mao ASADA,183.96,4C,2010
Akiko SUZUKI,173.72,4C,2010
Caroline ZHANG,160.78,4C,2010
Amanda DOBBS,158.23,4C,2010
Haruka IMAI,155.29,4C,2010
Min-Jung KWAK,154.71,4C,2010
Amelie LACOSTE,152.45,4C,2010
Myriane SAMSON,150.9,4C,2010
Alexe GILLES,140.88,4C,2010
Diane SZMIETT,140.1,4C,2010
Anastasia GIMAZETDINOVA,134.15,4C,2010
Yan LIU,126.11,4C,2010
Chae-Hwa KIM,123.91,4C,2010
Cheltzie LEE,119.39,4C,2010
Na-Young KIM,109.46,4C,2010
Lejeanne MARAIS,103.03,4C,2010
Ana Cecilia CANTU,101.25,4C,2010
Crystal KIANG,96.16,4C,2010
Melinda WANG,95.5,4C,2010
Lauren KO,90.77,4C,2010
KIM Yu-Na,228.56,OL,2010
ASADA Mao,205.5,OL,2010
ROCHETTE Joannie,202.64,OL,2010
NAGASU Mirai,190.15,OL,2010
ANDO Miki,188.86,OL,2010
LEPISTO Laura,187.97,OL,2010
FLATT Rachael,182.49,OL,2010
SUZUKI Akiko,181.44,OL,2010
LEONOVA Alena,172.46,OL,2010
MAKAROVA Ksenia,171.91,OL,2010
KORPI Kiira,161.57,OL,2010
PHANEUF Cynthia,156.62,OL,2010
KWAK Min-Jung,155.53,OL,2010
GEDEVANISHVILI Elene,155.24,OL,2010
MEIER Sarah,152.81,OL,2010
KOSTNER Carolina,151.9,OL,2010
SEBESTYEN Julia,151.26,OL,2010
HECKEN Sarah,143.94,OL,2010
LIU Yan,143.47,OL,2010
LEE Cheltzie,138.16,OL,2010
GLEBOVA Elena,134.19,OL,2010
LAFUENTE Sonia,133.51,OL,2010
GIMAZETDINOVA Anastasia,131.65,OL,2010
KARADEMIR Tugba,129.54,OL,2010
Mao ASADA,197.58,WR,2010
Yu-Na KIM,190.79,WR,2010
Laura LEPISTO,178.62,WR,2010
Miki ANDO,177.82,WR,2010
Cynthia PHANEUF,177.54,WR,2010
Carolina KOSTNER,177.31,WR,2010
Mirai NAGASU,175.48,WR,2010
Ksenia MAKAROVA,169.64,WR,2010
Rachael FLATT,167.44,WR,2010
Viktoria HELGESSON,161.79,WR,2010
Akiko SUZUKI,160.04,WR,2010
Sarah HECKEN,153.94,WR,2010
Alena LEONOVA,152.86,WR,2010
Jenna MCCORKELL,150.9,WR,2010
Julia SEBESTYEN,147.66,WR,2010
Yan LIU,141.29,WR,2010
Cheltzie LEE,137.78,WR,2010
Elene GEDEVANISHVILI,137.33,WR,2010
Kiira KORPI,134.49,WR,2010
Sonia LAFUENTE,133.31,WR,2010
Elena GLEBOVA,132.85,WR,2010
Min-Jung KWAK,120.47,WR,2010
Anastasia GIMAZETDINOVA,113.89,WR,2010
Manouk GIJSMAN,111.94,WR,2010
Kanako MURAKAMI,164.93,US,2011
Rachael FLATT,162.86,US,2011
Carolina KOSTNER,154.87,US,2011
Joshi HELGESSON,146.9,US,2011
Amelie LACOSTE,146.68,US,2011
Viktoria HELGESSON,142.26,US,2011
Elene GEDEVANISHVILI,139.36,US,2011
Mae Berenice MEITE,137.05,US,2011
Caroline ZHANG,132.49,US,2011
Jenna MCCORKELL,127.76,US,2011
Min-Jeong KWAK,125.21,US,2011
Alexe GILLES,122.46,US,2011
Alissa CZISNY,172.37,CA,2011
Ksenia MAKAROVA,165.0,CA,2011
Amelie LACOSTE,157.26,CA,2011
Cynthia PHANEUF,156.24,CA,2011
Haruka IMAI,154.54,CA,2011
Agnes ZAWADZKI,154.35,CA,2011
Myriane SAMSON,152.05,CA,2011
Valentina MARCHEI,137.78,CA,2011
Fumie SUGURI,132.84,CA,2011
Sonia LAFUENTE,131.2,CA,2011
Alexe GILLES,125.64,CA,2011
Kiira KORPI,169.74,FR,2011
Mirai NAGASU,167.79,FR,2011
Alissa CZISNY,159.8,FR,2011
Cynthia PHANEUF,155.11,FR,2011
Mao ASADA,148.02,FR,2011
Haruka IMAI,145.47,FR,2011
Sonia LAFUENTE,143.6,FR,2011
Fumie SUGURI,138.18,FR,2011
Mae Berenice MEITE,137.08,FR,2011
Sarah HECKEN,130.17,FR,2011
Candice DIDIER,120.8,FR,2011
Lena MARROCCO,113.31,FR,2011
Miki ANDO,174.47,RU,2011
Akiko SUZUKI,172.74,RU,2011
Ashley WAGNER,167.02,RU,2011
Agnes ZAWADZKI,153.78,RU,2011
Valentina MARCHEI,153.71,RU,2011
Sofia BIRYUKOVA,153.05,RU,2011
Ksenia MAKAROVA,150.45,RU,2011
Myriane SAMSON,144.32,RU,2011
Alena LEONOVA,144.06,RU,2011
Elena GLEBOVA,131.2,RU,2011
Miki ANDO,172.21,CN,2011
Akiko SUZUKI,162.86,CN,2011
Alena LEONOVA,148.61,CN,2011
Mirai NAGASU,146.23,CN,2011
Bingwa GENG,142.48,CN,2011
Amanda DOBBS,132.45,CN,2011
Joshi HELGESSON,131.4,CN,2011
Kristine MUSADEMBA,119.45,CN,2011
Min-Jeong KWAK,113.98,CN,2011
Diane SZMIETT,95.43,CN,2011
Carolina KOSTNER,164.61,JP,2011
Rachael FLATT,161.04,JP,2011
Kanako MURAKAMI,150.16,JP,2011
Kiira KORPI,148.44,JP,2011
Ashley WAGNER,143.73,JP,2011
Elene GEDEVANISHVILI,141.52,JP,2011
Caroline ZHANG,133.86,JP,2011
Mao ASADA,133.4,JP,2011
Viktoria HELGESSON,130.11,JP,2011
Lena MARROCCO,122.03,JP,2011
Jenna MCCORKELL,121.52,JP,2011
Diane SZMIETT,88.33,JP,2011
Alissa CZISNY,180.75,FN,2011
Carolina KOSTNER,178.6,FN,2011
Kanako MURAKAMI,178.59,FN,2011
Akiko SUZUKI,173.72,FN,2011
Miki ANDO,173.15,FN,2011
Rachael FLATT,127.57,FN,2011
Sarah MEIER,170.6,EU,2011
Carolina KOSTNER,168.54,EU,2011
Kiira KORPI,166.4,EU,2011
Ksenia MAKAROVA,162.04,EU,2011
Alena LEONOVA,154.31,EU,2011
Viktoria HELGESSON,151.66,EU,2011
Ira VANNUT,150.66,EU,2011
Elene GEDEVANISHVILI,147.96,EU,2011
Mae Berenice MEITE,138.74,EU,2011
Valentina MARCHEI,137.44,EU,2011
Sarah HECKEN,137.43,EU,2011
Sonia LAFUENTE,135.82,EU,2011
Gerli LIINAMÄE,133.73,EU,2011
Jenna MCCORKELL,132.15,EU,2011
Juulia TURKKILA,131.38,EU,2011
Romy BÜHLER,122.33,EU,2011
Karina JOHNSON,121.63,EU,2011
Svetlana ISSAKOVA,118.44,EU,2011
Viktoria PAVUK,112.7,EU,2011
Dasa GRM,112.54,EU,2011
Alice GARLISI,112.36,EU,2011
Fleur MAXWELL,110.59,EU,2011
Hristina VASSILEVA,106.79,EU,2011
Alexandra KUNOVA,105.86,EU,2011
Miki ANDO,201.34,4C,2011
Mao ASADA,196.3,4C,2011
Mirai NAGASU,189.46,4C,2011
Rachael FLATT,180.31,4C,2011
Alissa CZISNY,168.81,4C,2011
Cynthia PHANEUF,163.14,4C,2011
Akiko SUZUKI,162.59,4C,2011
Min-Jeong KWAK,147.15,4C,2011
Amelie LACOSTE,137.48,4C,2011
Cheltzie LEE,127.9,4C,2011
Myriane SAMSON,121.2,4C,2011
Yea-Ji YUN,111.86,4C,2011
Bingwa GENG,104.58,4C,2011
Qiuying ZHU,102.38,4C,2011
Lejeanne MARAIS,101.9,4C,2011
Chae-Hwa KIM,101.79,4C,2011
Victoria MUNIZ,99.4,4C,2011
Melinda WANG,96.15,4C,2011
Mimi Tanasorn CHINDASOOK,91.54,4C,2011
Jaimee NOBBS,89.93,4C,2011
Crystal KIANG,86.6,4C,2011
Mericien VENZON,84.17,4C,2011
Melanie SWANG,82.08,4C,2011
Chaochih LIU,78.28,4C,2011
Miki ANDO,195.79,WR,2011
Yuna KIM,194.5,WR,2011
Carolina KOSTNER,184.68,WR,2011
Alena LEONOVA,183.92,WR,2011
Alissa CZISNY,182.25,WR,2011
Mao ASADA,172.79,WR,2011
Ksenia MAKAROVA,167.22,WR,2011
Kanako MURAKAMI,167.1,WR,2011
Kiira KORPI,164.8,WR,2011
Elene GEDEVANISHVILI,156.24,WR,2011
Sarah HECKEN,155.83,WR,2011
Rachael FLATT,154.61,WR,2011
Cynthia PHANEUF,152.78,WR,2011
Mae Berenice MEITE,150.44,WR,2011
Joshi HELGESSON,149.08,WR,2011
Amelie LACOSTE,144.76,WR,2011
Viktoria HELGESSON,142.52,WR,2011
Bingwa GENG,140.78,WR,2011
Ira VANNUT,138.28,WR,2011
Juulia TURKKILA,136.68,WR,2011
Cheltzie LEE,133.65,WR,2011
Elena GLEBOVA,124.78,WR,2011
Irina MOVCHAN,123.15,WR,2011
Jenna MCCORKELL,121.76,WR,2011
Alissa CZISNY,177.48,US,2012
Carolina KOSTNER,177.35,US,2012
Viktoria HELGESSON,145.75,US,2012
Haruka IMAI,142.94,US,2012
Ksenia MAKAROVA,142.67,US,2012
Caroline ZHANG,140.7,US,2012
Elene GEDEVANISHVILI,140.12,US,2012
Joelle FORTE,139.7,US,2012
Valentina MARCHEI,135.17,US,2012
Joshi HELGESSON,133.98,US,2012
Elizaveta TUKTAMISHEVA,177.38,CA,2012
Akiko SUZUKI,172.26,CA,2012
Ashley WAGNER,165.48,CA,2012
Alena LEONOVA,152.22,CA,2012
Mirai NAGASU,151.72,CA,2012
Amelie LACOSTE,146.4,CA,2012
Cynthia PHANEUF,140.7,CA,2012
Sarah HECKEN,130.71,CA,2012
Adriana DESANCTIS,129.48,CA,2012
Rachael FLATT,128.22,CA,2012
Elizaveta TUKTAMISHEVA,182.89,FR,2012
Carolina KOSTNER,179.32,FR,2012
Alissa CZISNY,179.15,FR,2012
Kanako MURAKAMI,161.31,FR,2012
Viktoria HELGESSON,154.9,FR,2012
Mae Berenice MEITE,145.44,FR,2012
Sonia LAFUENTE,136.32,FR,2012
Yretha SILETE,135.9,FR,2012
Lena MARROCCO,126.97,FR,2012
Mao ASADA,183.25,RU,2012
Alena LEONOVA,180.45,RU,2012
Adelina SOTNIKOVA,169.75,RU,2012
Sofia BIRYUKOVA,166.07,RU,2012
Kiira KORPI,160.92,RU,2012
Haruka IMAI,154.76,RU,2012
Agnes ZAWADZKI,149.38,RU,2012
Amelie LACOSTE,148.48,RU,2012
Rachael FLATT,147.63,RU,2012
Christina GAO,117.77,RU,2012
Carolina KOSTNER,182.14,CN,2012
Mirai NAGASU,173.22,CN,2012
Adelina SOTNIKOVA,159.95,CN,2012
Kexin ZHANG,153.32,CN,2012
Christina GAO,152.48,CN,2012
Kanako MURAKAMI,150.2,CN,2012
Ksenia MAKAROVA,143.47,CN,2012
Bingwa GENG,142.09,CN,2012
Valentina MARCHEI,133.86,CN,2012
Qiuying ZHU,108.57,CN,2012
Akiko SUZUKI,185.98,JP,2012
Mao ASADA,184.19,JP,2012
Alena LEONOVA,170.68,JP,2012
Ashley WAGNER,165.65,JP,2012
Elene GEDEVANISHVILI,160.44,JP,2012
